Unnamed: 0,image_id,img_filename,y,split,place
74,74,img_align_celeba/000075.jpg,0,0,0
75,75,img_align_celeba/000076.jpg,0,0,1
76,76,img_align_celeba/000077.jpg,0,0,0
77,77,img_align_celeba/000078.jpg,0,0,0
78,78,img_align_celeba/000079.jpg,0,0,1
79,79,img_align_celeba/000080.jpg,0,0,1
80,80,img_align_celeba/000081.jpg,0,0,1
81,81,img_align_celeba/000082.jpg,0,0,1
82,82,img_align_celeba/000083.jpg,0,0,0
83,83,img_align_celeba/000084.jpg,0,0,0
84,84,img_align_celeba/000085.jpg,0,0,0
85,85,img_align_celeba/000086.jpg,0,0,0
86,86,img_align_celeba/000087.jpg,0,0,0
87,87,img_align_celeba/000088.jpg,0,0,0
88,88,img_align_celeba/000089.jpg,0,0,0
89,89,img_align_celeba/000090.jpg,0,0,1
90,90,img_align_celeba/000091.jpg,0,0,1
91,91,img_align_celeba/000092.jpg,1,0,0
92,92,img_align_celeba/000093.jpg,0,0,0
93,93,img_align_celeba/000094.jpg,1,0,0
94,94,img_align_celeba/000095.jpg,0,0,0
95,95,img_align_celeba/000096.jpg,0,0,0
96,96,img_align_celeba/000097.jpg,0,0,0
97,97,img_align_celeba/000098.jpg,0,0,0
98,98,img_align_celeba/000099.jpg,0,0,0
99,99,img_align_celeba/000100.jpg,1,0,0
100,100,img_align_celeba/000101.jpg,0,0,0
101,101,img_align_celeba/000102.jpg,0,0,1
102,102,img_align_celeba/000103.jpg,0,0,0
103,103,img_align_celeba/000104.jpg,0,0,1
104,104,img_align_celeba/000105.jpg,0,0,1
105,105,img_align_celeba/000106.jpg,0,0,0
106,106,img_align_celeba/000107.jpg,0,0,0
107,107,img_align_celeba/000108.jpg,1,0,0
108,108,img_align_celeba/000109.jpg,0,0,1
109,109,img_align_celeba/000110.jpg,0,0,0
110,110,img_align_celeba/000111.jpg,1,0,0
111,111,img_align_celeba/000112.jpg,1,0,0
112,112,img_align_celeba/000113.jpg,0,0,1
113,113,img_align_celeba/000114.jpg,0,0,1
114,114,img_align_celeba/000115.jpg,0,0,1
115,115,img_align_celeba/000116.jpg,0,0,1
116,116,img_align_celeba/000117.jpg,0,0,0
117,117,img_align_celeba/000118.jpg,0,0,0
118,118,img_align_celeba/000119.jpg,0,0,1
119,119,img_align_celeba/000120.jpg,0,0,1
120,120,img_align_celeba/000121.jpg,0,0,0
121,121,img_align_celeba/000122.jpg,1,0,0
122,122,img_align_celeba/000123.jpg,0,0,1
123,123,img_align_celeba/000124.jpg,0,0,0
124,124,img_align_celeba/000125.jpg,0,0,1
125,125,img_align_celeba/000126.jpg,1,0,0
126,126,img_align_celeba/000127.jpg,0,0,1
127,127,img_align_celeba/000128.jpg,0,0,0
128,128,img_align_celeba/000129.jpg,0,0,1
129,129,img_align_celeba/000130.jpg,0,0,1
130,130,img_align_celeba/000131.jpg,0,0,0
131,131,img_align_celeba/000132.jpg,0,0,0
132,132,img_align_celeba/000133.jpg,1,0,0
133,133,img_align_celeba/000134.jpg,0,0,1
134,134,img_align_celeba/000135.jpg,0,0,1
135,135,img_align_celeba/000136.jpg,0,0,1
136,136,img_align_celeba/000137.jpg,0,0,1
137,137,img_align_celeba/000138.jpg,0,0,1
138,138,img_align_celeba/000139.jpg,0,0,0
139,139,img_align_celeba/000140.jpg,1,0,0
140,140,img_align_celeba/000141.jpg,1,0,0
141,141,img_align_celeba/000142.jpg,0,0,0
142,142,img_align_celeba/000143.jpg,0,0,1
143,143,img_align_celeba/000144.jpg,0,0,1
144,144,img_align_celeba/000145.jpg,0,0,0
145,145,img_align_celeba/000146.jpg,0,0,0
146,146,img_align_celeba/000147.jpg,1,0,0
147,147,img_align_celeba/000148.jpg,0,0,0
148,148,img_align_celeba/000149.jpg,0,0,0
149,149,img_align_celeba/000150.jpg,0,0,1
150,150,img_align_celeba/000151.jpg,0,0,0
151,151,img_align_celeba/000152.jpg,1,0,1
152,152,img_align_celeba/000153.jpg,0,0,1
153,153,img_align_celeba/000154.jpg,0,0,1
154,154,img_align_celeba/000155.jpg,0,0,0
155,155,img_align_celeba/000156.jpg,1,0,0
156,156,img_align_celeba/000157.jpg,1,0,0
157,157,img_align_celeba/000158.jpg,0,0,1
158,158,img_align_celeba/000159.jpg,0,0,0
159,159,img_align_celeba/000160.jpg,0,0,1
160,160,img_align_celeba/000161.jpg,0,0,0
161,161,img_align_celeba/000162.jpg,0,0,0
162,162,img_align_celeba/000163.jpg,0,0,0
163,163,img_align_celeba/000164.jpg,0,0,1
164,164,img_align_celeba/000165.jpg,0,0,0
165,165,img_align_celeba/000166.jpg,0,0,1
166,166,img_align_celeba/000167.jpg,1,0,0
167,167,img_align_celeba/000168.jpg,0,0,0
168,168,img_align_celeba/000169.jpg,0,0,1
169,169,img_align_celeba/000170.jpg,0,0,0
170,170,img_align_celeba/000171.jpg,0,0,1
171,171,img_align_celeba/000172.jpg,0,0,0
172,172,img_align_celeba/000173.jpg,0,0,0
173,173,img_align_celeba/000174.jpg,0,0,0
174,174,img_align_celeba/000175.jpg,0,0,0
175,175,img_align_celeba/000176.jpg,0,0,0
176,176,img_align_celeba/000177.jpg,0,0,0
177,177,img_align_celeba/000178.jpg,1,0,0
178,178,img_align_celeba/000179.jpg,0,0,0
179,179,img_align_celeba/000180.jpg,0,0,0
180,180,img_align_celeba/000181.jpg,0,0,1
181,181,img_align_celeba/000182.jpg,0,0,1
182,182,img_align_celeba/000183.jpg,0,0,0
183,183,img_align_celeba/000184.jpg,0,0,0
184,184,img_align_celeba/000185.jpg,0,0,0
185,185,img_align_celeba/000186.jpg,0,0,0
186,186,img_align_celeba/000187.jpg,0,0,1
187,187,img_align_celeba/000188.jpg,0,0,1
188,188,img_align_celeba/000189.jpg,0,0,0
189,189,img_align_celeba/000190.jpg,0,0,0
190,190,img_align_celeba/000191.jpg,1,0,0
191,191,img_align_celeba/000192.jpg,0,0,0
192,192,img_align_celeba/000193.jpg,0,0,1
193,193,img_align_celeba/000194.jpg,0,0,1
194,194,img_align_celeba/000195.jpg,0,0,1
195,195,img_align_celeba/000196.jpg,0,0,1
196,196,img_align_celeba/000197.jpg,0,0,1
197,197,img_align_celeba/000198.jpg,0,0,0
198,198,img_align_celeba/000199.jpg,0,0,1
199,199,img_align_celeba/000200.jpg,0,0,1
200,200,img_align_celeba/000201.jpg,1,0,0
201,201,img_align_celeba/000202.jpg,0,0,1
202,202,img_align_celeba/000203.jpg,0,0,1
203,203,img_align_celeba/000204.jpg,0,0,0
204,204,img_align_celeba/000205.jpg,0,0,1
205,205,img_align_celeba/000206.jpg,0,0,1
206,206,img_align_celeba/000207.jpg,0,0,0
207,207,img_align_celeba/000208.jpg,0,0,0
208,208,img_align_celeba/000209.jpg,0,0,1
209,209,img_align_celeba/000210.jpg,0,0,1
210,210,img_align_celeba/000211.jpg,0,0,0
211,211,img_align_celeba/000212.jpg,0,0,1
212,212,img_align_celeba/000213.jpg,0,0,1
213,213,img_align_celeba/000214.jpg,0,0,1
214,214,img_align_celeba/000215.jpg,0,0,1
215,215,img_align_celeba/000216.jpg,0,0,0
216,216,img_align_celeba/000217.jpg,1,0,0
217,217,img_align_celeba/000218.jpg,1,0,0
218,218,img_align_celeba/000219.jpg,0,0,0
219,219,img_align_celeba/000220.jpg,0,0,1
220,220,img_align_celeba/000221.jpg,0,0,1
221,221,img_align_celeba/000222.jpg,0,0,0
222,222,img_align_celeba/000223.jpg,1,0,1
223,223,img_align_celeba/000224.jpg,0,0,1
224,224,img_align_celeba/000225.jpg,0,0,0
225,225,img_align_celeba/000226.jpg,0,0,1
226,226,img_align_celeba/000227.jpg,0,0,1
227,227,img_align_celeba/000228.jpg,1,0,0
228,228,img_align_celeba/000229.jpg,0,0,1
229,229,img_align_celeba/000230.jpg,0,0,1
230,230,img_align_celeba/000231.jpg,0,0,0
231,231,img_align_celeba/000232.jpg,0,0,0
232,232,img_align_celeba/000233.jpg,0,0,0
233,233,img_align_celeba/000234.jpg,0,0,1
234,234,img_align_celeba/000235.jpg,0,0,1
235,235,img_align_celeba/000236.jpg,0,0,0
236,236,img_align_celeba/000237.jpg,0,0,1
237,237,img_align_celeba/000238.jpg,0,0,0
238,238,img_align_celeba/000239.jpg,1,0,0
239,239,img_align_celeba/000240.jpg,0,0,0
240,240,img_align_celeba/000241.jpg,0,0,0
241,241,img_align_celeba/000242.jpg,0,0,1
242,242,img_align_celeba/000243.jpg,0,0,0
243,243,img_align_celeba/000244.jpg,0,0,1
244,244,img_align_celeba/000245.jpg,0,0,1
245,245,img_align_celeba/000246.jpg,0,0,0
246,246,img_align_celeba/000247.jpg,1,0,0
247,247,img_align_celeba/000248.jpg,0,0,1
248,248,img_align_celeba/000249.jpg,0,0,0
249,249,img_align_celeba/000250.jpg,0,0,1
250,250,img_align_celeba/000251.jpg,0,0,0
251,251,img_align_celeba/000252.jpg,0,0,0
252,252,img_align_celeba/000253.jpg,0,0,1
253,253,img_align_celeba/000254.jpg,0,0,0
254,254,img_align_celeba/000255.jpg,0,0,1
255,255,img_align_celeba/000256.jpg,0,0,0
256,256,img_align_celeba/000257.jpg,0,0,0
257,257,img_align_celeba/000258.jpg,0,0,0
258,258,img_align_celeba/000259.jpg,0,0,0
259,259,img_align_celeba/000260.jpg,0,0,0
260,260,img_align_celeba/000261.jpg,0,0,1
261,261,img_align_celeba/000262.jpg,0,0,0
262,262,img_align_celeba/000263.jpg,0,0,0
263,263,img_align_celeba/000264.jpg,0,0,1
264,264,img_align_celeba/000265.jpg,0,0,1
265,265,img_align_celeba/000266.jpg,0,0,1
266,266,img_align_celeba/000267.jpg,0,0,0
267,267,img_align_celeba/000268.jpg,0,0,0
268,268,img_align_celeba/000269.jpg,0,0,0
269,269,img_align_celeba/000270.jpg,0,0,0
270,270,img_align_celeba/000271.jpg,1,0,0
271,271,img_align_celeba/000272.jpg,0,0,1
272,272,img_align_celeba/000273.jpg,0,0,0
273,273,img_align_celeba/000274.jpg,0,0,1
274,274,img_align_celeba/000275.jpg,0,0,0
275,275,img_align_celeba/000276.jpg,0,0,1
276,276,img_align_celeba/000277.jpg,0,0,1
277,277,img_align_celeba/000278.jpg,1,0,0
278,278,img_align_celeba/000279.jpg,0,0,0
279,279,img_align_celeba/000280.jpg,0,0,0
280,280,img_align_celeba/000281.jpg,0,0,0
281,281,img_align_celeba/000282.jpg,0,0,1
282,282,img_align_celeba/000283.jpg,0,0,1
283,283,img_align_celeba/000284.jpg,0,0,1
284,284,img_align_celeba/000285.jpg,0,0,0
285,285,img_align_celeba/000286.jpg,0,0,1
286,286,img_align_celeba/000287.jpg,1,0,0
287,287,img_align_celeba/000288.jpg,0,0,0
288,288,img_align_celeba/000289.jpg,0,0,0
289,289,img_align_celeba/000290.jpg,0,0,0
290,290,img_align_celeba/000291.jpg,1,0,0
291,291,img_align_celeba/000292.jpg,0,0,0
292,292,img_align_celeba/000293.jpg,0,0,1
293,293,img_align_celeba/000294.jpg,0,0,1
294,294,img_align_celeba/000295.jpg,0,0,1
295,295,img_align_celeba/000296.jpg,0,0,0
296,296,img_align_celeba/000297.jpg,0,0,1
297,297,img_align_celeba/000298.jpg,0,0,1
298,298,img_align_celeba/000299.jpg,0,0,1
299,299,img_align_celeba/000300.jpg,0,0,1
300,300,img_align_celeba/000301.jpg,0,0,0
301,301,img_align_celeba/000302.jpg,1,0,0
302,302,img_align_celeba/000303.jpg,0,0,0
303,303,img_align_celeba/000304.jpg,0,0,0
304,304,img_align_celeba/000305.jpg,0,0,0
305,305,img_align_celeba/000306.jpg,0,0,1
306,306,img_align_celeba/000307.jpg,0,0,1
307,307,img_align_celeba/000308.jpg,0,0,0
308,308,img_align_celeba/000309.jpg,0,0,0
309,309,img_align_celeba/000310.jpg,0,0,1
310,310,img_align_celeba/000311.jpg,0,0,1
311,311,img_align_celeba/000312.jpg,0,0,0
312,312,img_align_celeba/000313.jpg,0,0,1
313,313,img_align_celeba/000314.jpg,0,0,1
314,314,img_align_celeba/000315.jpg,0,0,0
315,315,img_align_celeba/000316.jpg,0,0,1
316,316,img_align_celeba/000317.jpg,1,0,0
317,317,img_align_celeba/000318.jpg,0,0,1
318,318,img_align_celeba/000319.jpg,0,0,0
319,319,img_align_celeba/000320.jpg,0,0,1
320,320,img_align_celeba/000321.jpg,0,0,1
321,321,img_align_celeba/000322.jpg,1,0,0
322,322,img_align_celeba/000323.jpg,0,0,0
323,323,img_align_celeba/000324.jpg,0,0,1
324,324,img_align_celeba/000325.jpg,1,0,0
325,325,img_align_celeba/000326.jpg,1,0,0
326,326,img_align_celeba/000327.jpg,0,0,0
327,327,img_align_celeba/000328.jpg,0,0,0
328,328,img_align_celeba/000329.jpg,0,0,1
329,329,img_align_celeba/000330.jpg,0,0,1
330,330,img_align_celeba/000331.jpg,0,0,1
331,331,img_align_celeba/000332.jpg,0,0,0
332,332,img_align_celeba/000333.jpg,0,0,1
333,333,img_align_celeba/000334.jpg,1,0,0
334,334,img_align_celeba/000335.jpg,0,0,1
335,335,img_align_celeba/000336.jpg,0,0,1
336,336,img_align_celeba/000337.jpg,0,0,0
337,337,img_align_celeba/000338.jpg,1,0,0
338,338,img_align_celeba/000339.jpg,0,0,1
339,339,img_align_celeba/000340.jpg,0,0,1
340,340,img_align_celeba/000341.jpg,1,0,0
341,341,img_align_celeba/000342.jpg,0,0,0
342,342,img_align_celeba/000343.jpg,1,0,0
343,343,img_align_celeba/000344.jpg,0,0,0
344,344,img_align_celeba/000345.jpg,0,0,0
345,345,img_align_celeba/000346.jpg,0,0,1
346,346,img_align_celeba/000347.jpg,1,0,0
347,347,img_align_celeba/000348.jpg,1,0,0
348,348,img_align_celeba/000349.jpg,0,0,0
349,349,img_align_celeba/000350.jpg,0,0,1
350,350,img_align_celeba/000351.jpg,1,0,0
351,351,img_align_celeba/000352.jpg,0,0,1
352,352,img_align_celeba/000353.jpg,0,0,0
353,353,img_align_celeba/000354.jpg,0,0,0
354,354,img_align_celeba/000355.jpg,0,0,1
355,355,img_align_celeba/000356.jpg,0,0,0
356,356,img_align_celeba/000357.jpg,1,0,0
357,357,img_align_celeba/000358.jpg,0,0,1
358,358,img_align_celeba/000359.jpg,0,0,0
359,359,img_align_celeba/000360.jpg,0,0,1
360,360,img_align_celeba/000361.jpg,0,0,0
361,361,img_align_celeba/000362.jpg,0,0,1
362,362,img_align_celeba/000363.jpg,0,0,1
363,363,img_align_celeba/000364.jpg,0,0,0
364,364,img_align_celeba/000365.jpg,1,0,0
365,365,img_align_celeba/000366.jpg,0,0,1
366,366,img_align_celeba/000367.jpg,0,0,1
367,367,img_align_celeba/000368.jpg,0,0,1
368,368,img_align_celeba/000369.jpg,0,0,0
369,369,img_align_celeba/000370.jpg,0,0,1
370,370,img_align_celeba/000371.jpg,1,0,0
371,371,img_align_celeba/000372.jpg,0,0,0
372,372,img_align_celeba/000373.jpg,0,0,0
373,373,img_align_celeba/000374.jpg,0,0,0
374,374,img_align_celeba/000375.jpg,0,0,0
375,375,img_align_celeba/000376.jpg,0,0,1
376,376,img_align_celeba/000377.jpg,0,0,1
377,377,img_align_celeba/000378.jpg,0,0,1
378,378,img_align_celeba/000379.jpg,0,0,0
379,379,img_align_celeba/000380.jpg,1,0,1
380,380,img_align_celeba/000381.jpg,0,0,0
381,381,img_align_celeba/000382.jpg,1,0,0
382,382,img_align_celeba/000383.jpg,0,0,1
383,383,img_align_celeba/000384.jpg,0,0,0
384,384,img_align_celeba/000385.jpg,0,0,1
385,385,img_align_celeba/000386.jpg,0,0,1
386,386,img_align_celeba/000387.jpg,0,0,0
387,387,img_align_celeba/000388.jpg,0,0,0
388,388,img_align_celeba/000389.jpg,0,0,1
389,389,img_align_celeba/000390.jpg,0,0,1
390,390,img_align_celeba/000391.jpg,0,0,0
391,391,img_align_celeba/000392.jpg,0,0,0
392,392,img_align_celeba/000393.jpg,0,0,1
393,393,img_align_celeba/000394.jpg,0,0,0
394,394,img_align_celeba/000395.jpg,0,0,0
395,395,img_align_celeba/000396.jpg,0,0,0
396,396,img_align_celeba/000397.jpg,0,0,0
397,397,img_align_celeba/000398.jpg,0,0,1
398,398,img_align_celeba/000399.jpg,1,0,0
399,399,img_align_celeba/000400.jpg,0,0,1
400,400,img_align_celeba/000401.jpg,0,0,1
401,401,img_align_celeba/000402.jpg,0,0,1
402,402,img_align_celeba/000403.jpg,0,0,1
403,403,img_align_celeba/000404.jpg,0,0,0
404,404,img_align_celeba/000405.jpg,0,0,1
405,405,img_align_celeba/000406.jpg,0,0,1
406,406,img_align_celeba/000407.jpg,0,0,0
407,407,img_align_celeba/000408.jpg,0,0,1
408,408,img_align_celeba/000409.jpg,0,0,1
409,409,img_align_celeba/000410.jpg,0,0,0
410,410,img_align_celeba/000411.jpg,0,0,0
411,411,img_align_celeba/000412.jpg,0,0,0
412,412,img_align_celeba/000413.jpg,0,0,1
413,413,img_align_celeba/000414.jpg,0,0,1
414,414,img_align_celeba/000415.jpg,0,0,0
415,415,img_align_celeba/000416.jpg,0,0,1
416,416,img_align_celeba/000417.jpg,0,0,1
417,417,img_align_celeba/000418.jpg,0,0,1
418,418,img_align_celeba/000419.jpg,0,0,0
419,419,img_align_celeba/000420.jpg,1,0,0
420,420,img_align_celeba/000421.jpg,1,0,0
421,421,img_align_celeba/000422.jpg,0,0,0
422,422,img_align_celeba/000423.jpg,0,0,0
423,423,img_align_celeba/000424.jpg,0,0,0
424,424,img_align_celeba/000425.jpg,0,0,1
425,425,img_align_celeba/000426.jpg,0,0,0
426,426,img_align_celeba/000427.jpg,0,0,1
427,427,img_align_celeba/000428.jpg,0,0,1
428,428,img_align_celeba/000429.jpg,0,0,1
429,429,img_align_celeba/000430.jpg,0,0,1
430,430,img_align_celeba/000431.jpg,1,0,0
431,431,img_align_celeba/000432.jpg,1,0,0
432,432,img_align_celeba/000433.jpg,0,0,1
433,433,img_align_celeba/000434.jpg,0,0,1
434,434,img_align_celeba/000435.jpg,0,0,0
435,435,img_align_celeba/000436.jpg,0,0,0
436,436,img_align_celeba/000437.jpg,0,0,1
437,437,img_align_celeba/000438.jpg,0,0,1
438,438,img_align_celeba/000439.jpg,0,0,1
439,439,img_align_celeba/000440.jpg,0,0,1
440,440,img_align_celeba/000441.jpg,0,0,0
441,441,img_align_celeba/000442.jpg,1,0,0
442,442,img_align_celeba/000443.jpg,0,0,1
443,443,img_align_celeba/000444.jpg,0,0,1
444,444,img_align_celeba/000445.jpg,0,0,0
445,445,img_align_celeba/000446.jpg,0,0,0
446,446,img_align_celeba/000447.jpg,0,0,1
447,447,img_align_celeba/000448.jpg,0,0,1
448,448,img_align_celeba/000449.jpg,0,0,1
449,449,img_align_celeba/000450.jpg,0,0,1
450,450,img_align_celeba/000451.jpg,0,0,0
451,451,img_align_celeba/000452.jpg,0,0,1
452,452,img_align_celeba/000453.jpg,0,0,1
453,453,img_align_celeba/000454.jpg,1,0,0
454,454,img_align_celeba/000455.jpg,0,0,0
455,455,img_align_celeba/000456.jpg,0,0,1
456,456,img_align_celeba/000457.jpg,0,0,0
457,457,img_align_celeba/000458.jpg,0,0,0
458,458,img_align_celeba/000459.jpg,0,0,1
459,459,img_align_celeba/000460.jpg,0,0,1
460,460,img_align_celeba/000461.jpg,0,0,1
461,461,img_align_celeba/000462.jpg,0,0,0
462,462,img_align_celeba/000463.jpg,0,0,0
463,463,img_align_celeba/000464.jpg,0,0,0
464,464,img_align_celeba/000465.jpg,0,0,1
465,465,img_align_celeba/000466.jpg,0,0,0
466,466,img_align_celeba/000467.jpg,0,0,0
467,467,img_align_celeba/000468.jpg,1,0,0
468,468,img_align_celeba/000469.jpg,0,0,0
469,469,img_align_celeba/000470.jpg,0,0,0
470,470,img_align_celeba/000471.jpg,1,0,0
471,471,img_align_celeba/000472.jpg,0,0,0
472,472,img_align_celeba/000473.jpg,0,0,1
473,473,img_align_celeba/000474.jpg,0,0,1
474,474,img_align_celeba/000475.jpg,1,0,0
475,475,img_align_celeba/000476.jpg,1,0,0
476,476,img_align_celeba/000477.jpg,0,0,1
477,477,img_align_celeba/000478.jpg,1,0,0
478,478,img_align_celeba/000479.jpg,0,0,1
479,479,img_align_celeba/000480.jpg,0,0,0
480,480,img_align_celeba/000481.jpg,0,0,1
481,481,img_align_celeba/000482.jpg,0,0,1
482,482,img_align_celeba/000483.jpg,1,0,0
483,483,img_align_celeba/000484.jpg,0,0,0
484,484,img_align_celeba/000485.jpg,1,0,0
485,485,img_align_celeba/000486.jpg,0,0,1
486,486,img_align_celeba/000487.jpg,0,0,0
487,487,img_align_celeba/000488.jpg,0,0,0
488,488,img_align_celeba/000489.jpg,0,0,0
489,489,img_align_celeba/000490.jpg,0,0,1
490,490,img_align_celeba/000491.jpg,0,0,0
491,491,img_align_celeba/000492.jpg,1,0,0
492,492,img_align_celeba/000493.jpg,0,0,0
493,493,img_align_celeba/000494.jpg,0,0,0
494,494,img_align_celeba/000495.jpg,0,0,0
495,495,img_align_celeba/000496.jpg,0,0,0
496,496,img_align_celeba/000497.jpg,1,0,0
497,497,img_align_celeba/000498.jpg,0,0,1
498,498,img_align_celeba/000499.jpg,1,0,0
499,499,img_align_celeba/000500.jpg,0,0,1
500,500,img_align_celeba/000501.jpg,0,0,1
501,501,img_align_celeba/000502.jpg,0,0,0
502,502,img_align_celeba/000503.jpg,1,0,0
503,503,img_align_celeba/000504.jpg,0,0,0
504,504,img_align_celeba/000505.jpg,0,0,0
505,505,img_align_celeba/000506.jpg,0,0,0
506,506,img_align_celeba/000507.jpg,0,0,0
507,507,img_align_celeba/000508.jpg,0,0,0
508,508,img_align_celeba/000509.jpg,0,0,0
509,509,img_align_celeba/000510.jpg,1,0,0
510,510,img_align_celeba/000511.jpg,0,0,1
511,511,img_align_celeba/000512.jpg,0,0,1
512,512,img_align_celeba/000513.jpg,1,0,0
513,513,img_align_celeba/000514.jpg,0,0,0
514,514,img_align_celeba/000515.jpg,0,0,1
515,515,img_align_celeba/000516.jpg,1,0,0
516,516,img_align_celeba/000517.jpg,0,0,0
517,517,img_align_celeba/000518.jpg,0,0,1
518,518,img_align_celeba/000519.jpg,0,0,0
519,519,img_align_celeba/000520.jpg,0,0,1
520,520,img_align_celeba/000521.jpg,0,0,1
521,521,img_align_celeba/000522.jpg,0,0,0
522,522,img_align_celeba/000523.jpg,1,0,0
523,523,img_align_celeba/000524.jpg,0,0,0
524,524,img_align_celeba/000525.jpg,0,0,0
525,525,img_align_celeba/000526.jpg,0,0,1
526,526,img_align_celeba/000527.jpg,0,0,0
527,527,img_align_celeba/000528.jpg,1,0,0
528,528,img_align_celeba/000529.jpg,0,0,1
529,529,img_align_celeba/000530.jpg,0,0,0
530,530,img_align_celeba/000531.jpg,0,0,0
531,531,img_align_celeba/000532.jpg,0,0,0
532,532,img_align_celeba/000533.jpg,0,0,0
533,533,img_align_celeba/000534.jpg,0,0,1
534,534,img_align_celeba/000535.jpg,0,0,1
535,535,img_align_celeba/000536.jpg,0,0,1
536,536,img_align_celeba/000537.jpg,0,0,1
537,537,img_align_celeba/000538.jpg,0,0,0
538,538,img_align_celeba/000539.jpg,0,0,0
539,539,img_align_celeba/000540.jpg,0,0,0
540,540,img_align_celeba/000541.jpg,0,0,0
541,541,img_align_celeba/000542.jpg,0,0,1
542,542,img_align_celeba/000543.jpg,0,0,1
543,543,img_align_celeba/000544.jpg,0,0,0
544,544,img_align_celeba/000545.jpg,0,0,1
545,545,img_align_celeba/000546.jpg,0,0,1
546,546,img_align_celeba/000547.jpg,0,0,0
547,547,img_align_celeba/000548.jpg,0,0,0
548,548,img_align_celeba/000549.jpg,0,0,0
549,549,img_align_celeba/000550.jpg,0,0,0
550,550,img_align_celeba/000551.jpg,0,0,0
551,551,img_align_celeba/000552.jpg,0,0,1
552,552,img_align_celeba/000553.jpg,0,0,0
553,553,img_align_celeba/000554.jpg,0,0,0
554,554,img_align_celeba/000555.jpg,0,0,1
555,555,img_align_celeba/000556.jpg,0,0,0
556,556,img_align_celeba/000557.jpg,0,0,0
557,557,img_align_celeba/000558.jpg,0,0,1
